,title,release_date,genre,run_time,certification,user_score,original_language,movie_budget,movie_revenue,keywords,actors,director_list
0,Blow Out,07/24/1981 ,['Thriller'],1h 48m,R,74,English,18000000,12000000,"['philadelphia', 'audio tape', 'hitman', 'presidential election', 'noises', 'yell', 'politics', 'faithlessness', 'conspiracy', 'tape recorder', 'car accident', 'audio recording', 'sound effect', 'neo-noir']","['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz', 'John McMartin', 'J. Patrick McNamara', 'Peter Boyden', 'Curt May']",['Brian De Palma']
0,"Food, Inc.",06/12/2009 ,['Documentary'],1h 34m,PG,74,English,,,"['agriculture', 'food', 'food industry', 'monsanto', 'organic food', 'sustainable', 'corn']","['Michael Pollan', 'Eric Schlosser', 'Richard Lobb', 'Vince Edwards', 'Carole Morison']",['Robert Kenner']
0,The Past,12/19/2013 ,"['Drama', 'Mystery']",2h 10m,PG-13,74,French,11000000,10631747,"['paris, france', 'suicide', 'coma', 'depression', 'childhood trauma', 'laundromat', 'family secrets', 'dysfunctional family', 'divorce']","['Bérénice Bejo', 'Ali Mosaffa', 'Tahar Rahim', 'Pauline Burlet', 'Elyes Aguis', 'Jeanne Jestin', 'Sabrina Ouazani', 'Babak Karimi']",['Asghar Farhadi']
0,Les Misérables,12/25/2012 ,"['History', 'Drama']",2h 37m,PG-13,74,English,61000000,441809770,"['france', 'robbery', 'brothel', 'trip', 'mayor', 'french revolution', 'musical', 'arrest', 'army', 'barricade', 'rebellion', 'wedding', 'falling in love', 'corpse', 'parole', 'convict', 'girl disguised as boy', '19th century']","['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway', 'Amanda Seyfried', 'Eddie Redmayne', 'Helena Bonham Carter', 'Sacha Baron Cohen', 'Aaron Tveit']",['Tom Hooper']
0,Enemy at the Gates,03/16/2001 ,"['Drama', 'War', 'History']",2h 11m,R,74,English,68000000,96976270,"['winter', 'sniper', 'world war ii', 'russia', 'stalingrad', '1940s', 'nikita khrushchev']","['Jude Law', 'Rachel Weisz', 'Ed Harris', 'Joseph Fiennes', 'Bob Hoskins', 'Ron Perlman', 'Eva Mattes', 'Gabriel Thomson']",['Jean-Jacques Annaud']
0,District 9,08/14/2009 ,['Science Fiction'],1h 52m,R,74,English,30000000,210819611,"['slum', 'street gang', 'mutation', 'south africa', 'johannesburg south africa', 'transformation', 'dystopia', 'genetics', 'government', 'satire', 'alien', 'prawn', 'mockumentary', 'alternate history', 'racism', 'metamorphosis', 'xenophobia', 'internment camp', 'alien technology', 'segregation', 'private military company']","['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt', 'Sylvaine Strike', 'Elizabeth Mkandawie', 'John Sumner', 'William Allen Young', 'Nick Blake']",['Neill Blomkamp']
0,The Last of the Mohicans,09/25/1992 ,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",1h 52m,R,74,English,40000000,75505856,"['secret love', 'mohawk', 'native american', '18th century', 'french and indian war', 'early america']","['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig', 'Jodhi May', 'Steven Waddington', 'Wes Studi', 'Maurice Roeves']",['Michael Mann']
0,Goldfinger,01/09/1965 ,"['Adventure', 'Action', 'Thriller']",1h 50m,PG,74,English,2500000,124881062,"['england', 'based on novel or book', 'golf', 'secret organization', 'secret intelligence service', 'nuclear radiation', 'fort knox', 'aston martin', 'secret lab', 'laser', 'kentucky', 'gas attack', 'airplane', 'british secret service', 'duringcreditsstinger']","['Sean Connery', 'Honor Blackman', 'Gert Fröbe', 'Shirley Eaton', 'Tania Mallet', 'Harold Sakata', 'Bernard Lee', 'Martin Benson']",['Guy Hamilton']
0,The Call of the Wild,02/21/2020 ,"['Drama', 'Adventure', 'Family']",1h 40m,PG,74,English,109000000,107604626,"['based on novel or book', 'gold rush', 'dog', 'sled dogs', 'yukon', '19th century', 'cgi animation', '1890s']","['Harrison Ford', 'Dan Stevens', 'Colin Woodell', 'Karen Gillan', 'Omar Sy', 'Raven Scott', 'Wes Brown', 'Cara Gee']",['Chris Sanders']
0,Fantastic Beasts and Where to Find Them,11/18/2016 ,"['Adventure', 'Family', 'Fantasy']",2h 13m,PG-13,74,English,180000000,809342332,"['new york city', 'robbery', 'magic', 'teleportation', 'suitcase', 'spin off', 'subway station', 'central park', 'wizard', 'goblin', 'magical creature', '1920s', 'wizarding world']","['Eddie Redmayne', 'Colin Farrell', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Jon Voight', 'Ron Perlman', 'Johnny Depp']",['David Yates']
0,The Illusionist,12/25/2010 ,"['Animation', 'Drama']",1h 17m,PG,74,French,18000000,6007194,"['stage', 'edinburgh, scotland', 'disillusionment', 'aftercreditsstinger', 'magician', 'adult child friendship']","['Jean-Claude Donda', 'Jacques Tati', 'Edith Rankin', 'Didier Gustin']",['Sylvain Chomet']
0,Eastern Promises,09/21/2007 ,"['Thriller', 'Crime', 'Mystery']",1h 40m,R,74,English,51500000,56106607,"['london, england', 'jealousy', 'parent child relationship', 'underworld', 'undercover', 'hitman', 'diary', 'gangster', 'human trafficking', 'midwife', 'murder', 'orphan', 'motorcycle', 'bathhouse']","['Naomi Watts', 'Viggo Mortensen', 'Vincent Cassel', 'Armin Mueller-Stahl', 'Sinéad Cusack', 'Donald Sumpter', 'Jerzy Skolimowski', 'Josef Altin']",['David Cronenberg']
0,Murder by Death,06/23/1976 ,"['Comedy', 'Crime', 'Mystery', 'Thriller']",1h 34m,PG,74,English,,32511047,"['detective', 'butler', 'deaf-mute', 'guest', 'parody', 'murder', 'spoof', 'mansion', 'sam spade', 'cadaver', 'charlie chan', 'one night', 'dark and stormy night', 'sidekick', 'old mansion', 'blind butler']","['Alec Guinness', 'David Niven', 'Maggie Smith', 'Peter Sellers', 'Peter Falk', 'Eileen Brennan', 'James Coco', 'Nancy Walker']",['Robert Moore']
0,Road to Perdition,07/12/2002 ,"['Crime', 'Drama', 'Thriller']",1h 57m,R,74,English,80000000,181001478,"['illinois', 'great depression', 'road trip', 'bank robbery', 'based on graphic novel', 'al capone', 'homework', 'learning to drive', 'spoiled son', 'scarred face', 'thompson sub machine gun', 'liberty half dollar', 'lake michigan', '1930s']","['Tom Hanks', 'Tyler Hoechlin', 'Jennifer Jason Leigh', 'Liam Aiken', 'Paul Newman', 'Daniel Craig', 'Ciarán Hinds', 'David Darlow']",['Sam Mendes']
0,A Christmas Story,11/18/1983 ,"['Comedy', 'Family']",1h 34m,PG,74,English,,19294144,"['holiday', 'nostalgia', 'snow', 'young boy', 'chinese restaurant', 'tongue', 'bb gun', 'christmas tree dealer', 'mall santa', 'christmas', '1940s']","['Melinda Dillon', 'Darren McGavin', 'Peter Billingsley', 'Jean Shepherd', 'Ian Petrella', 'Scott Schwartz', 'R.D. Robb', 'Zack Ward']",['Bob Clark']
0,Undisputed III: Redemption,05/22/2010 ,"['Action', 'Thriller']",1h 36m,R,74,English,3000000,,"['prison', 'showdown', 'shotgun', 'fight', 'prison cell', 'champion', 'fighter', 'blood splatter', 'beating', 'jail', 'blood', 'tournament', 'brutality', 'jail cell', 'prison fight', 'carrot']","['Scott Adkins', 'Mykel Shannon Jenkins', 'Mark Ivanir', 'Hristo Shopov', 'Marko Zaror', 'Michael Baral', 'Ilram Choi', 'Robert Costanzo']",['Isaac Florentine']
0,Match Point,11/02/2005 ,"['Drama', 'Thriller', 'Crime', 'Romance']",2h 4m,R,74,English,15000000,85306374,"['love triangle', 'london, england', 'upper class', 'adultery', 'tennis', 'river thames', 'sports', 'love', 'wealth', 'lust', 'gold digger', 'instructor', 'social climbing']","['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer', 'Brian Cox', 'Penelope Wilton', 'James Nesbitt', 'Ewen Bremner', 'Miranda Raison']",['Woody Allen']
0,On the Basis of Sex,12/28/2018 ,"['Drama', 'History']",2h,PG-13,73,English,20000000,38673750,"['judge', '1970s', 'biography', 'supreme court', 'based on a true story', 'lawyer', 'justice', 'harvard law school', 'woman director', '1960s', 'supreme court justice']","['Felicity Jones', 'Armie Hammer', 'Justin Theroux', 'Sam Waterston', 'Kathy Bates', 'Cailee Spaeny', 'Callum Shoniker', 'Jack Reynor']",['Mimi Leder']
0,Life of Pi,11/21/2012 ,"['Adventure', 'Drama', 'Action']",2h 7m,PG,73,English,120000000,609016565,"['shipwreck', 'tiger', 'faith', 'zebra', 'zookeeper', 'orangutan', 'teenage boy', 'hyena', 'meerkat', 'cargo ship', 'lifeboat', 'injured animal', 'storm at sea', 'told in flashback', 'teenage protagonist']","['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain', 'Tabu', 'Ayaan Khan', 'Mohd Abbas Khaleeli']",['Ang Lee']
0,The Mad Adventures of Rabbi Jacob,11/11/1973 ,['Comedy'],1h 40m,6,73,French,,,"['paris, france', 'new york city', 'red hair', 'airport', 'jewry', 'prisoner', 'hearing', 'liberation of prisoners', 'revolution', 'mistake in person', 'jew / jewish', 'prosecution', 'false identity', 'chewing gum', 'rabbi', 'synagogue', 'bar mitvah', 'wedding', 'anarchic comedy']","['Louis de Funès', 'Suzy Delair', 'Marcel Dalio', 'Claude Giraud', 'Renzo Montagnani', 'Janet Brandt', 'André Falcon', 'Xavier Gélin']",['Gérard Oury']
0,The Fundamentals of Caring,06/16/2016 ,"['Comedy', 'Drama']",1h 37m,R,73,English,,,"['wheelchair', 'road trip', 'caregiver', 'disability', 'muscular dystrophy']","['Paul Rudd', 'Craig Roberts', 'Selena Gomez', 'Jennifer Ehle', 'Megan Ferguson', 'Frederick Weller', 'Julia Denton', 'Alex Huff']",['Rob Burnett']
0,The Legend of Drunken Master,02/03/1994 ,"['Action', 'Comedy']",1h 42m,R,73,Cantonese,10000000,11555430,"['martial arts', 'showdown', 'parent child relationship', 'fistfight', 'friendship', 'duel']","['Jackie Chan', 'Anita Mui', 'Ti Lung', 'Liu Chia-Liang', 'Andy Lau', 'Felix Wong', 'Hoh Wing-Fong', 'Ram Chiang']",['Liu Chia-Liang']
0,Pretty Woman,03/23/1990 ,"['Romance', 'Comedy']",1h 59m,R,73,English,14000000,463000000,"['prostitute', 'capitalism', 'expensive restaurant', 'sports car', 'workaholic', 'fire escape', 'friendship', 'los angeles, california', 'beverly hills', 'piano', 'bubble bath']","['Richard Gere', 'Julia Roberts', 'Ralph Bellamy', 'Jason Alexander', 'Laura San Giacomo', 'Alex Hyde-White', 'Amy Yasbeck', 'Elinor Donahue']",['Garry Marshall']
0,Mission: Impossible - Fallout,07/27/2018 ,"['Action', 'Adventure']",2h 28m,PG-13,73,English,178000000,791017452,"['paris, france', 'london, england', 'spy', 'helicopter', 'plutonium', 'gun', 'countdown', 'race against time', 'sequel', 'motorcycle', 'violence', 'bomb remote detonator', 'handgun', 'hand to hand combat', 'kashmir']","['Tom Cruise', 'Henry Cavill', 'Ving Rhames', 'Simon Pegg', 'Rebecca Ferguson', 'Sean Harris', 'Angela Bassett', 'Vanessa Kirby']",['Christopher McQuarrie']
0,The Fighter,12/17/2010 ,['Drama'],1h 56m,R,73,English,25000000,93617009,"['irish-american', 'boxer', 'biography', 'sports', 'lowell massachusetts', 'blue collar worker', 'church bells', 'documentary filmmaking', 'boxer shorts', 'jumping rope', 'shadow boxing', 'duringcreditsstinger']","['Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo', ""Mickey O'Keefe"", 'Dendrie Taylor', 'Jack McGee', 'Bianca Hunter']",['David O. Russell']
0,Twice Born,12/05/2013 ,"['Drama', 'Romance', 'War']",2h 7m,R,73,Italian,13000000,18295,[],"['Penélope Cruz', 'Emile Hirsch', 'Adnan Hasković', 'Saadet Işıl Aksoy', 'Pietro Castellitto', 'Mira Furlan', 'Jovan Divjak', 'Vinicio Marchioni']",['Sergio Castellitto']
0,Dark City,02/27/1998 ,"['Mystery', 'Science Fiction']",1h 40m,R,73,English,27000000,27200316,"['beach', 'experiment', 'sleep', 'paranoia', 'manipulation', 'dystopia', 'chaos', 'mad scientist', 'serial killer', 'fugitive', 'memory', 'cyberpunk', 'duel', 'parallel world', 'alien race', 'tech noir', 'neo-noir', 'retrofuturism']","['Rufus Sewell', 'William Hurt', 'Kiefer Sutherland', 'Jennifer Connelly', ""Richard O'Brien"", 'Ian Richardson', 'Bruce Spence', 'Colin Friels']",['Alex Proyas']
0,Star Trek Into Darkness,05/16/2013 ,"['Action', 'Adventure', 'Science Fiction']",2h 12m,PG-13,73,English,190000000,467365246,"['spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'space opera', 'terrorist bombing', '3d']","['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Simon Pegg', 'John Cho', 'Benedict Cumberbatch', 'Anton Yelchin']",['J.J. Abrams']
0,Futurama: Bender's Big Score,11/27/2007 ,"['Animation', 'Comedy', 'Science Fiction']",1h 28m,NR,73,English,,,"['saving the world', 'based on tv series']","['Billy West', 'Katey Sagal', 'John DiMaggio', 'Phil LaMarr', 'Lauren Tom', 'Al Gore', 'Mark Hamill', 'Frank Welker']",['Dwayne Carey-Hill']
0,"Good Morning, Vietnam",12/23/1987 ,"['Comedy', 'Drama', 'War']",2h 1m,R,73,English,13000000,123922370,"[""rock 'n' roll"", 'radio station', 'war crimes', 'entertainer', 'explosive', 'cynic', 'radio', 'vietnam war', 'vietcong', 'gi', 'u.s. air force', 'dying and death', 'radio presenter', 'saigon', 'provocation', 'right and justice']","['Robin Williams', 'Forest Whitaker', 'Tung Thanh Tran', 'Chintara Sukapatana', 'Bruno Kirby', 'Robert Wuhl', 'J.T. Walsh', 'Noble Willingham']",['Barry Levinson']
0,The Hours,12/27/2002 ,['Drama'],1h 54m,PG-13,73,English,25000000,41597830,"['london, england', 'suicide', 'poetry', 'aids', 'drowning', 'based on novel or book', 'depression', 'home', 'way of life', 'self-destruction', 'province', 'literature', 'empowerment', 'country life', ""family's daily life"", 'sense of life', 'homelessness', ""leaving one's family"", 'delusion']","['Nicole Kidman', 'Julianne Moore', 'Meryl Streep', 'Stephen Dillane', 'Miranda Richardson', 'George Loftus', 'Charley Ramm', 'Sophie Wyburd']",['Stephen Daldry']
0,Darkest Hour,11/22/2017 ,"['Drama', 'History']",2h 5m,PG-13,73,English,30000000,147568410,"['world war ii', 'biography', 'london underground', 'based on a true story', 'british politics', 'british prime minister', 'british history', 'dunkirk', '1940s', 'winston churchill']","['Gary Oldman', 'Kristin Scott Thomas', 'Lily James', 'Stephen Dillane', 'Ronald Pickup', 'Ben Mendelsohn', 'Nicholas Jones', 'Samuel West']",['Joe Wright']
0,American Psycho,04/14/2000 ,"['Thriller', 'Drama', 'Crime', 'Horror']",1h 42m,R,73,English,7000000,34266564,"['based on novel or book', 'wall street', 'psychopath', 'satire', 'dark comedy', 'serial killer', 'psychological thriller', 'cult film', 'white collar', 'harvard business school', 'child of divorce', 'voice imitation', 'unreliable narrator', 'woman director', '1980s']","['Christian Bale', 'Willem Dafoe', 'Jared Leto', 'Josh Lucas', 'Samantha Mathis', 'Matt Ross', 'Bill Sage', 'Chloë Sevigny']",['Mary Harron']
0,Pelé: Birth of a Legend,05/26/2016 ,['Drama'],1h 47m,PG,73,English,,27312,"['biography', 'sports', 'professional football (soccer) player', 'football (soccer)']","['Kevin de Paula', 'Leonardo Lima Carvalho', 'Seu Jorge', 'Milton Gonçalves', 'Seth Michaels', ""Vincent D'Onofrio"", 'André Mattos', 'Mariana Nunes']","['Michael Zimbalist', 'Jeff Zimbalist']"
0,"OSS 117: Cairo, Nest of Spies",06/06/2006 ,"['Crime', 'Action', 'Adventure', 'Comedy']",1h 39m,U,73,French,,,"['france', 'cairo', 'nazi', 'secret agent', 'spying']","['Jean Dujardin', 'Bérénice Bejo', 'Aure Atika', 'Philippe Lefebvre', 'Constantin Alexandrov', 'Saïd Amadis', 'Laurent Bateau', 'Claude Brosset']",['Michel Hazanavicius']
0,Erin Brockovich,03/17/2000 ,['Drama'],2h 11m,R,73,English,52000000,256271286,"['biography', 'based on a true story', 'single mother', 'water pollution', 'environmental law', 'corporate negligence']","['Julia Roberts', 'Albert Finney', 'Aaron Eckhart', 'Marg Helgenberger', 'Cherry Jones', 'Veanne Cox', 'Conchata Ferrell', 'Tracey Walter']",['Steven Soderbergh']
0,Christopher Robin,08/03/2018 ,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1h 44m,PG,73,English,75000000,99138899,"['forest', 'children', 'family', 'live action and animation', 'magical realism', 'adulthood']","['Ewan McGregor', 'Hayley Atwell', 'Bronte Carmichael', 'Jim Cummings', 'Brad Garrett', 'Sophie Okonedo', 'Toby Jones', 'Nick Mohammed']",['Marc Forster']
0,Jeremiah Johnson,09/10/1972 ,"['Adventure', 'Western']",1h 48m,PG,73,English,,,"['loss of loved one', 'based on novel or book', 'rocky mountains', 'cabin', 'survival', 'snow', '19th century', 'mountain man']","['Robert Redford', 'Will Geer', 'Delle Bolton', 'Josh Albee', 'Joaquín Martínez', 'Allyn Ann McLerie', 'Stefan Gierasch', 'Richard Angarola']",['Sydney Pollack']
0,Frost/Nixon,12/05/2008 ,"['Drama', 'History']",2h 2m,R,73,English,25000000,18593156,"['u.s. president', '1970s', 'camera', 'television', 'lie', 'scandal', 'watergate scandal', 'richard nixon', 'reporter', 'writer']","['Michael Sheen', 'Frank Langella', 'Kevin Bacon', 'Sam Rockwell', 'Matthew Macfadyen', 'Oliver Platt', 'Rebecca Hall', 'Toby Jones']",['Ron Howard']
0,Dirty Dancing,08/21/1987 ,"['Drama', 'Music', 'Romance']",1h 40m,PG-13,73,English,6000000,213893795,"['dancing', 'sibling relationship', 'hotel', 'robbery', 'dancing master', 'mambo', 'dance performance', 'daughter', 'summer camp', 'secret love', 'teenage crush', 'doctor', 'class differences', 'youth', 'family holiday', 'sensuality', 'unwanted pregnancy', 'summer romance', 'abortion', 'catskill resort']","['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes', 'Jack Weston', 'Jane Brucker', 'Kelly Bishop', 'Lonny Price']",['Emile Ardolino']
0,His Secret Life,03/16/2001 ,['Drama'],1h 46m,R,73,Italian,,215339,"['aids', 'family', 'gay']","['Margherita Buy', 'Stefano Accorsi', 'Serra Yılmaz', 'Gabriel Garko', 'Erika Blanc', 'Filippo Nigro', 'Andrea Renzi', 'Koray Candemir']",['Ferzan Özpetek']
0,The Producers,11/22/1967 ,['Comedy'],1h 28m,PG,73,English,947000,,"['nazi', 'musical', 'theatrical producer', 'eva braun', 'playwright', 'scam', 'broadway', 'springtime for hitler']","['Zero Mostel', 'Gene Wilder', 'Dick Shawn', 'Kenneth Mars', 'Lee Meredith', 'Christopher Hewett', 'Andréas Voutsinas', 'Renée Taylor']",['Mel Brooks']
0,An American Crime,12/07/2007 ,"['Crime', 'Drama']",1h 37m,R,73,English,2000000,,"['child abuse', 'rape', 'carnival', 'based on a true story', 'murder', 'basement', 'dysfunctional family', 'independent film', 'teenage girl', 'torture', 'church', 'single mother', 'true crime', 'watching tv', 'jumping on a bed', '1960s', 'mistreatment', 'female child abuser']","['Ellen Page', 'Catherine Keener', 'Hayley McFarland', 'Nick Searcy', 'Romy Rosemont', 'Ari Graynor', 'Scout Taylor-Compton', 'Tristan Jarred']","[""Tommy O'Haver""]"
0,Quiz Show,09/16/1994 ,"['History', 'Drama']",2h 13m,PG-13,73,English,,,"['television', 'manipulation', 'manipulation of the media', 'product placement', 'game show', 'investigation', 'tv ratings', 'quiz show', 'based on a true story', 'lawyer', '1950s']","['John Turturro', 'Rob Morrow', 'Ralph Fiennes', 'Paul Scofield', 'David Paymer', 'Hank Azaria', 'Christopher McDonald', 'Johann Carlo']",['Robert Redford']
0,Detroit,08/04/2017 ,"['Crime', 'Drama', 'Thriller', 'History']",2h 23m,R,73,English,34000000,23355100,"['fire', 'police brutality', 'church choir', 'based on a true story', 'murder', 'beating', 'racism', 'church', 'detroit', '1960s', 'police violence']","['John Boyega', 'Will Poulter', 'John Krasinski', 'Anthony Mackie', 'Algee Smith', 'Jason Mitchell', 'Hannah Murray', 'Jack Reynor']",['Kathryn Bigelow']
0,The Little Mermaid,11/17/1989 ,"['Animation', 'Family', 'Fantasy']",1h 23m,G,73,English,40000000,211343479,"['sea', 'fireworks', 'prince', 'kingdom', 'daughter', 'mermaid', 'princess', 'crab', 'spell', 'fish out of water', 'single father', 'true love', 'bargain', 'father daughter relationship']","['Jodi Benson', 'Samuel E. Wright', 'Pat Carroll', 'Christopher Daniel Barnes', 'Kenneth Mars', 'Buddy Hackett', 'Jason Marin', 'René Auberjonois']","['Ron Clements', 'John Musker']"
0,The Piano Teacher,07/21/2001 ,"['Drama', 'Romance']",2h 11m,R,73,French,3000000,9801375,"['mother', 'based on novel or book', 'fetish', 'masochism', 'piano lessons', 'power', 'victim', 'music', 'concert', 'love', 'controversial', 'teacher', 'student', 'pianist', 'attraction', 'desire', 'submissive', 'voyeur', 'domineering']","['Isabelle Huppert', 'Annie Girardot', 'Benoît Magimel', 'Susanne Lothar', 'Udo Samel', 'Anna Sigalevitch', 'Cornelia Köndgen', 'Thomas Weinhappel']",['Michael Haneke']
0,Contempt,12/18/1964 ,['Drama'],1h 43m,NR,73,French,900000,528428,"['love triangle', 'italy', 'capri', 'cinecittà studios', 'villa', 'movie business', 'screenwriter', 'jealousy', 'car crash', 'divorce']","['Brigitte Bardot', 'Michel Piccoli', 'Jack Palance', 'Giorgia Moll', 'Fritz Lang', 'Raoul Coutard', 'Jean-Luc Godard', 'Linda Veras']",['Jean-Luc Godard']
0,"The Adventures of Priscilla, Queen of the Desert",08/10/1994 ,"['Drama', 'Comedy']",1h 44m,R,73,English,,11224491,"['drag queen', 'homophobia', 'musical', 'van', 'australia', 'transgender', 'cult film', 'australian aborigine', 'australian outback', 'alice springs']","['Hugo Weaving', 'Guy Pearce', 'Terence Stamp', 'Bill Hunter', 'Sarah Chadwick', 'June Marie Bennett', 'Rebel Penfold-Russell', 'John Casey']",['Stephan Elliott']
0,Imagine Me & You,02/01/2005 ,"['Drama', 'Comedy', 'Romance']",1h 33m,R,73,English,,2455831,"['london, england', 'flower shop', 'lgbt', 'lesbian romance']","['Piper Perabo', 'Lena Headey', 'Matthew Goode', 'Celia Imrie', 'Anthony Stewart Head', 'Darren Boyd', 'Sue Johnston', 'Boo Jackson']",['Ol Parker']
0,Tucker and Dale vs. Evil,01/22/2010 ,"['Comedy', 'Horror']",1h 29m,R,73,English,5000000,,"['cabin', 'west virginia', 'chainsaw', 'hillbilly', 'killer']","['Alan Tudyk', 'Tyler Labine', 'Katrina Bowden', 'Jesse Moss', 'Philip Granger', 'Brandon Jay McLaren', 'Christie Laing', 'Chelan Simmons']",['Eli Craig']
0,The Sucker,04/04/1965 ,"['Comedy', 'Crime']",1h 51m,U,73,French,678948,,[],"['Bourvil', 'Louis de Funès', 'Venantino Venantini', 'Henri Génès', 'Lando Buzzanca', 'Jacques Eyser', 'Henri Virlojeux', 'Jean Meyer']",['Gérard Oury']
0,Deliverance,07/30/1972 ,"['Drama', 'Adventure', 'Thriller']",1h 49m,R,73,English,2000000,46122355,"['river', 'banjo', 'strangeness', 'georgia', 'wound', 'wilderness', 'canoe', 'rafting', 'hillbilly', 'cult film', 'rapids']","['Jon Voight', 'Burt Reynolds', 'Ned Beatty', 'Ronny Cox', 'Ed Ramey', 'Billy Redden', 'Seamon Glass', 'Randall Deal']",['John Boorman']
0,Milk,01/30/2009 ,"['History', 'Drama']",2h 9m,R,73,English,20000000,54586584,"['california', 'san francisco, california', 'homophobia', '1970s', 'mayor', 'biography', 'politics', 'politician', 'election campaign', 'based on a true story', 'murder', 'male homosexuality', 'morality', 'election', 'lgbt', 'candlelight vigil', 'lgbt activist', 'lgbt rights', 'mayoral campaign', 'gay history', 'gay', 'gay rights']","['Sean Penn', 'Emile Hirsch', 'Josh Brolin', 'Diego Luna', 'James Franco', 'Alison Pill', 'Victor Garber', ""Denis O'Hare""]",['Gus Van Sant']
0,Taken,01/28/2009 ,"['Action', 'Thriller']",1h 34m,PG-13,73,English,25000000,226830568,"['paris, france', 'kidnapping', 'human trafficking', 'rescue', 'prostitution', 'albanian', 'missing daughter', 'ex cia agent']","['Liam Neeson', 'Maggie Grace', 'Leland Orser', 'Jon Gries', 'David Warshofsky', 'Holly Valance', 'Katie Cassidy', 'Xander Berkeley']",['Pierre Morel']
0,Marshall,10/19/2017 ,['Drama'],1h 58m,PG-13,73,English,12000000,10051659,"['law', 'court', 'interracial relationship', 'lawyer', '1940s']","['Chadwick Boseman', 'Josh Gad', 'Kate Hudson', 'Sterling K. Brown', 'James Cromwell', 'Dan Stevens', 'Sophia Bush', 'Jussie Smollett']",['Reginald Hudlin']
0,Colonia,04/15/2016 ,"['Drama', 'Romance', 'Thriller', 'History']",1h 46m,R,73,English,14000000,3621046,"['1970s', 'kidnapping', 'cult', 'chile', 'pinochet-regime', 'torture chamber', 'military dictatorship', 'religious fanaticism', 'political unrest']","['Emma Watson', 'Daniel Brühl', 'Michael Nyqvist', 'Richenda Carey', 'Vicky Krieps', 'Jeanne Werner', 'Julian Ovenden', 'August Zirner']",['Florian Gallenberger']
0,5 Centimeters per Second,10/11/2007 ,"['Animation', 'Drama', 'Romance']",1h 3m,12,73,Japanese,5000000,,"['melancholy', 'train ride', 'surf', 'train', 'motorcycle', 'separation', 'childhood friends', 'anime', 'growing apart', 'rocket launch site']","['Kenji Mizuhashi', 'Yoshimi Kondou', 'Satomi Hanamura', 'Risa Mizuno', 'Ayaka Onoue', 'Hiroshi Shimozaki', 'Masami Iwasaki', 'Rei Kondo']",['Makoto Shinkai']
0,Three Days of the Condor,09/24/1975 ,['Thriller'],1h 57m,R,73,English,,27476252,"['cia', 'office', 'condor']","['Robert Redford', 'Faye Dunaway', 'Cliff Robertson', 'Max von Sydow', 'John Houseman', 'Addison Powell', 'Walter McGinn', 'Tina Chen']",['Sydney Pollack']
0,Love Me If You Dare,09/17/2003 ,"['Drama', 'Comedy', 'Romance']",1h 33m,U,73,French,,,"['belgium', 'test of courage', 'crush']","['Guillaume Canet', 'Marion Cotillard', 'Thibault Verhaeghe', 'Joséphine Lebas-Joly', 'Emmanuelle Grönvold', 'Frédéric Geerts', 'Isabelle Delval', 'Jean-Michel Flagothier']",['Yann Samuell']
0,Justice League: War,02/02/2014 ,"['Animation', 'Action']",1h 19m,PG-13,73,English,3500000,5155325,"['dc comics', 'based on comic', 'super power', 'superhero team', 'dc animated movie universe']","['Michelle Monaghan', 'Alan Tudyk', 'Sean Astin', 'Shemar Moore', 'Christopher Gorham', 'Justin Kirk', ""Jason O'Mara"", 'George Newbern']",['Jay Oliva']
0,Fist of Fury,11/07/1972 ,"['Drama', 'Action', 'Thriller']",1h 48m,R,73,Chinese,10000000,,"['martial arts', 'kung fu', 'revenge', 'honor', 'murder', 'tragic hero', 'teacher', 'one man army', 'tough guy', 'chinese', 'brutality', 'brawl', 'nunchaku', 'kung fu master', 'japanese man']","['Bruce Lee', 'Nora Miao', 'Maria Yi', 'James Tien', 'Tien Feng', 'Huang Chung-Hsin', 'Han Ying-Chieh', 'Wei Ping-ao']",['Lo Wei']
0,Venus in Fur,06/06/2014 ,['Drama'],1h 36m,NR,73,French,,342183,"['eroticism', 'feminism', 'seduction', 'masochism', 'theater play', 'machismo', 'audition', 'bdsm']","['Emmanuelle Seigner', 'Mathieu Amalric']",['Roman Polanski']
