,title,release_date,genre,run_time,certification,user_score,original_language,movie_budget,movie_revenue,keywords,actors,director_list
0,Tell No One,06/27/2008 ,"['Drama', 'Thriller', 'Crime', 'Mystery']",2h 11m,NR,73,French,11700000,,"['loss of loved one', 'drug abuse', 'based on novel or book', 'secret', 'sadness', 'planned murder', 'dying and death', 'e-mail', 'cover-up', 'love', 'grief', 'disappearance', 'murderer', 'false accusations', 'killer', 'wrongly accused']","['François Cluzet', 'Marie-Josée Croze', 'Kristin Scott Thomas', 'François Berléand', 'André Dussollier', 'Marina Hands', 'Jean Rochefort', 'Guillaume Canet']",['Guillaume Canet']
0,Twin Peaks: Fire Walk with Me,08/28/1992 ,"['Drama', 'Mystery']",2h 15m,R,73,English,10000000,4160851,"['detective', 'sexual abuse', 'bar', 'small town', 'drug addiction', 'orgy', 'surreal', 'investigation', 'supernatural', 'murder', 'based on tv series', 'rural area', 'prostitution', 'cult film', 'disturbed teenager']","['Sheryl Lee', 'Ray Wise', 'Mädchen Amick', 'Dana Ashbrook', 'Kyle MacLachlan', 'Kiefer Sutherland', 'James Marshall', 'Frances Bay']",['David Lynch']
0,Jackie Brown,12/25/1997 ,"['Crime', 'Thriller', 'Drama']",2h 34m,18,73,English,12000000,39673162,"['based on novel or book', 'airport', 'underworld', 'arms deal', 'weapon', 'police', 'drugs']","['Pam Grier', 'Samuel L. Jackson', 'Robert De Niro', 'Bridget Fonda', 'Michael Keaton', 'Robert Forster', 'Michael Bowen', 'Chris Tucker']",['Quentin Tarantino']
0,Only Lovers Left Alive,04/11/2014 ,"['Drama', 'Romance']",2h 3m,R,73,English,7000000,7600000,"['vampire', 'night', 'musician', 'love', 'blood', 'contamination']","['Tom Hiddleston', 'Tilda Swinton', 'Mia Wasikowska', 'John Hurt', 'Anton Yelchin', 'Slimane Dazi', 'Jeffrey Wright', 'Ali Amine']",['Jim Jarmusch']
0,The Kite Runner,10/14/2007 ,['Drama'],2h 8m,PG-13,73,English,20000000,73276047,"['1970s', 'afghanistan', 'hang gliding', 'war in afghanistan', 'taliban', 'cowardice', 'best friend', 'cowardliness', 'child']","['Khalid Abdalla', 'Atossa Leoni', 'Shaun Toub', 'Zekeria Ebrahimi', 'Ahmad Khan Mahmoodzada', 'Ali Danish Bakhty Ari', 'Elham Ehsas', 'Homayoun Ershadi']",['Marc Forster']
0,21 Grams,11/21/2003 ,"['Drama', 'Crime', 'Thriller']",2h 4m,R,73,English,20000000,60427839,"['life and death', 'loss of loved one', 'transplantation', 'suicide attempt', 'desperation', 'new mexico', 'ex-detainee', 'sadness', 'rage and hate', 'widow', 'faith', 'car crash']","['Sean Penn', 'Naomi Watts', 'Benicio del Toro', 'Danny Huston', 'Carly Nahon', 'Claire Pakis', 'Eddie Marsan', 'Melissa Leo']",['Alejandro González Iñárritu']
0,Eighth Grade,01/19/2018 ,"['Comedy', 'Drama']",1h 34m,R,73,English,2000000,13539709,"['adolescence', 'coming of age', 'teenage girl', 'middle school', 'new york state', 'social media']","['Elsie Fisher', 'Josh Hamilton', 'Emily Robinson', 'Jake Ryan', 'Daniel Zolghadri', 'Fred Hechinger', 'Imani Lewis', 'Luke Prael']",['Bo Burnham']
0,A Quiet Place,04/06/2018 ,"['Horror', 'Drama', 'Science Fiction']",1h 31m,PG-13,73,English,17000000,340677200,"['deafness', 'fireworks', 'pregnancy', 'post-apocalyptic future', 'marriage', 'child in peril', 'farmhouse', 'parenting', 'survival horror', 'silence', 'cornfield', 'psychological horror', 'sign languages', 'sound']","['Emily Blunt', 'John Krasinski', 'Millicent Simmonds', 'Noah Jupe', 'Cade Woodward', 'Leon Russom', 'Doris McCarthy', 'Evangelina Cavoli']",['John Krasinski']
0,In the House,04/19/2013 ,"['Comedy', 'Drama', 'Mystery', 'Thriller']",1h 45m,R,73,French,,11879046,"['high school', 'teen angst', 'male homosexuality', 'teacher', 'school', 'writer', 'teenager', 'teacher student relationship', 'lgbt', 'homework']","['Fabrice Luchini', 'Kristin Scott Thomas', 'Ernst Umhauer', 'Emmanuelle Seigner', 'Bastien Ughetto', 'Denis Ménochet', 'Jean-François Balmer', 'Fabrice Colson']",['François Ozon']
0,Zatoichi,01/16/2004 ,"['Adventure', 'Drama', 'Action']",1h 51m,R,73,Japanese,,,"['japan', 'martial arts', 'samurai', 'blackmail', 'sword', 'geisha', 'revenge', 'blood', 'violence']","['Takeshi Kitano', 'Tadanobu Asano', 'Michiyo Ookusu', 'Gadarukanaru Taka', 'Daigorō Tachibana', 'Yûko Daike', 'Yui Natsukawa', 'Ittoku Kishibe']",['Takeshi Kitano']
0,Mia and the White Lion,04/12/2019 ,"['Adventure', 'Family']",1h 38m,PG,73,French,,,"['south africa', 'lion cub', 'football (soccer) fan', 'runaway child', 'white lion', 'christmas gift']","['Daniah De Villiers', 'Mélanie Laurent', 'Langley Kirkwood', 'Ryan Mac Lennan', 'Lionel Newton', 'Lillian Dube', 'Brandon Auret', 'Elvis le Suricate']",['Gilles de Maistre']
0,Teen Titans: The Judas Contract,04/04/2017 ,"['Science Fiction', 'Animation', 'Action']",1h 24m,PG-13,73,English,,,"['dc comics', 'superhero', 'based on comic', 'superhero team', 'dc animated movie universe']","['Stuart Allan', 'Jake T. Austin', 'Taissa Farmiga', 'Christina Ricci', 'Brandon Soo Hoo', 'Kari Wahlgren', 'Miguel Ferrer', 'Sean Maher']",['Sam Liu']
0,The Good Lie,09/10/2014 ,['Drama'],1h 50m,PG-13,73,English,,,"['refugee', 'kansas', 'sudanese']","['Reese Witherspoon', 'Corey Stoll', 'Thad Luckinbill', 'Sarah Baker', 'Maria Howell', 'Joshua Mikel', 'Mike Pniewski', 'Arnold Oceng']",['Philippe Falardeau']
0,Sicario,10/02/2015 ,"['Action', 'Crime', 'Thriller']",2h 2m,R,73,English,30000000,84025816,"['mexico', 'cia', 'smoking', 'texas', 'fbi', 'murder', 'dirty cop', 'football (soccer)', 'drugs', 'night vision', 'death of daughter', 'tunnel', 'el paso', 'moral dilemma', 'death of wife', 'mexican cartel']","['Emily Blunt', 'Benicio del Toro', 'Josh Brolin', 'Victor Garber', 'Jon Bernthal', 'Daniel Kaluuya', 'Jeffrey Donovan', 'Raoul Max Trujillo']",['Denis Villeneuve']
0,My Sister's Keeper,06/26/2009 ,['Drama'],1h 49m,PG-13,73,English,30000000,95714875,"['sibling relationship', 'parent child relationship', 'court case', 'in vitro fertilisation', 'medical examiner', 'kidney transplant ']","['Cameron Diaz', 'Alec Baldwin', 'Abigail Breslin', 'Joan Cusack', 'Sofia Vassilieva', 'Emily Deschanel', 'Heather Wahlquist', 'Jason Patric']",['Nick Cassavetes']
0,Delicatessen,04/03/1992 ,"['Comedy', 'Science Fiction', 'Fantasy']",1h 39m,R,73,French,4000000,1794187,"['suicide attempt', 'underground', 'planned murder', 'clown', 'butcher', ""butcher's shop"", 'post-apocalyptic future', 'vegetarian', 'terror cell', 'dystopia', 'cult film']","['Dominique Pinon', 'Marie-Laure Dougnac', 'Jean-Claude Dreyfus', 'Karin Viard', 'Ticky Holgado', 'Pascal Benezech', 'Edith Ker', 'Rufus']","['Marc Caro', 'Jean-Pierre Jeunet']"
0,Everything is Illuminated,09/16/2005 ,"['Comedy', 'Drama']",1h 46m,PG-13,73,English,7000000,2697930,"['grandparent grandchild relationship', 'mass murder', 'ukraine', 'pop culture', 'blindness and impaired vision', 'journey in the past', 'passion for collection', 'souvenir', 'nazi', 'anti semitism', 'photograph', 'closeted homosexual', 'gay']","['Elijah Wood', 'Eugene Hutz', 'Boris Leskin', 'Jana Hrabětova', 'Jonathan Safran Foer', 'Stephen Samudovsky', 'Oleksandr Choroshko', 'Gil Kazimirov']",['Liev Schreiber']
0,Headhunters,12/20/2011 ,"['Thriller', 'Crime', 'Action']",1h 40m,R,73,Norwegian,,15699707,"['based on novel or book', 'norway', 'mercenary', 'heist', 'morgue', 'death of lover', 'art thief', 'art gallery', 'presumed dead', 'police investigation', 'forgery', 'poisoning']","['Aksel Hennie', 'Nikolaj Coster-Waldau', 'Synnøve Macody Lund', 'Julie R. Ølgaard', 'Eivind Sander', 'Baard Owe', 'Kyrre Haugen Sydness', 'Reidar Sørensen']",['Morten Tyldum']
0,Interstate 60,04/13/2002 ,"['Adventure', 'Comedy', 'Fantasy']",1h 56m,R,73,English,7000000,,"['motel', 'highway', 'road trip', 'surrealism', 'lawyer', 'dream girl', 'judgment', 'convertible', 'parallel world', 'courtroom']","['James Marsden', 'Gary Oldman', 'Amy Smart', 'Christopher Lloyd', 'Chris Cooper', 'Matthew Edison', 'Paul Brogren', 'Wayne Robson']",['Bob Gale']
0,Marathon Man,10/08/1976 ,"['Thriller', 'Drama']",2h 5m,R,73,English,6500000,21709020,"['new york city', 'running', 'based on novel or book', 'diamond', 'nazi', 'government', 'war', 'history', 'conspiracy', 'student', 'theft', 'criminal', 'agent', 'dentist', 'rogue']","['Dustin Hoffman', 'Laurence Olivier', 'Roy Scheider', 'William Devane', 'Marthe Keller', 'Fritz Weaver', 'Richard Bright', 'Marc Lawrence']",['John Schlesinger']
0,Gone Baby Gone,10/19/2007 ,"['Crime', 'Drama', 'Mystery']",1h 53m,R,73,English,19000000,34619699,"['corruption', 'robbery', 'detective', 'based on novel or book', 'boston, massachusetts', 'kidnapping', 'blackmail', 'police', 'murder', 'conspiracy', 'gang', 'pedophile', 'violence', 'drugs', 'alcoholic', 'addict', 'child kidnapping', 'neo-noir', 'kidnapped child']","['Casey Affleck', 'Michelle Monaghan', 'Morgan Freeman', 'Ed Harris', 'John Ashton', 'Amy Ryan', 'Amy Madigan', 'Titus Welliver']",['Ben Affleck']
0,The Evil Dead,10/15/1981 ,['Horror'],1h 25m,R,73,English,350000,29400000,"['falsely accused', 'audio tape', 'aggression', 'log cabin', 'chain saw', 'giant plant', 'lodge', 'friends', 'part stop motion', 'zombie', 'cult film', 'evil', 'occult', 'book of the dead', 'necronomicon', 'demonic possession']","['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor', 'Betsy Baker', 'Theresa Tilly', 'Sam Raimi', 'Philip A. Gillis', 'Dorothy Tapert']",['Sam Raimi']
0,"O Brother, Where Art Thou?",12/21/2000 ,"['Action', 'Adventure', 'Comedy']",1h 46m,PG-13,73,English,26000000,71868327,"['prophecy', 'southern usa', 'music record', 'country music', 'mississippi river', 'seduction', 'fraud']","['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman', 'Holly Hunter', 'Chris Thomas King', 'Charles Durning', 'Del Pentecost']",
0,The Omen,06/25/1976 ,"['Horror', 'Thriller']",1h 51m,R,73,English,2800000,60922980,"['monk', 'prophecy', 'ambassador', 'nanny', 'rottweiler', ""devil's son"", 'revelation', 'animal attack', 'photography', 'anti-christ', 'priest', 'decapitation', 'paranormal phenomena', 'cowardliness', 'baboon', 'archaeologist']","['Gregory Peck', 'Lee Remick', 'David Warner', 'Billie Whitelaw', 'Harvey Stephens', 'Patrick Troughton', 'Martin Benson', 'Robert Rietti']",['Richard Donner']
0,"Crouching Tiger, Hidden Dragon",01/12/2001 ,"['Adventure', 'Drama', 'Action', 'Romance']",2h,PG-13,73,Chinese,17000000,213525736,"['flying', 'martial arts', 'based on novel or book', 'mountain', 'sword', 'taskmaster', 'comb', 'tiger', 'desert thief', 'theft', 'female martial artist', '18th century', 'wuxia', 'bamboo', 'tavern fight']","['Chow Yun-Fat', 'Michelle Yeoh', 'Zhang Ziyi', 'Chang Chen', 'Cheng Pei-Pei', 'Sihung Lung', 'Fa Zeng Li', 'Su Ying Huang']",['Ang Lee']
0,The Girl with the Dragon Tattoo,12/14/2011 ,"['Thriller', 'Crime', 'Mystery', 'Drama']",2h 38m,R,73,English,90000000,232617430,"['rape', 'journalist', 'based on novel or book', 'journalism', 'island', 'hacker', 'nazi', 'punk', 'investigation', 'stockholm', 'remake', 'antisocial personality disorder', 'serial killer', 'disappearance', 'hacking', 'sadist', 'bible quote', 'dead cat', 'millennium', 'saga', 'based on movie', 'scandinavian', 'abuse']","['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård', 'Steven Berkoff', 'Robin Wright', 'Joely Richardson', 'Geraldine James']",['David Fincher']
0,Rudy,10/13/1993 ,"['Drama', 'History']",1h 54m,PG,73,English,12000000,22750363,"['american football', 'biography', 'sports', 'family relationships', 'aspiration']","['Sean Astin', 'Jon Favreau', 'Ned Beatty', 'Greta Lind', 'Scott Benjaminson', 'Mary Ann Thebus', 'Charles S. Dutton', 'Lili Taylor']",['David Anspaugh']
0,Dead Man,05/10/1996 ,"['Drama', 'Fantasy', 'Western']",2h 1m,R,73,English,9000000,103800000,"['sheriff', 'bounty', 'bounty hunter', 'gun', 'attempted murder', 'prosecution', 'illness and injury', 'dying and death', 'frontier', 'murder', 'black and white', '19th century', 'fear of dying', 'wanted dead or alive']","['Johnny Depp', 'Gary Farmer', 'Crispin Glover', 'Lance Henriksen', 'Michael Wincott', 'Eugene Byrd', 'John Hurt', 'Robert Mitchum']",['Jim Jarmusch']
0,The Fisher King,09/20/1991 ,"['Comedy', 'Drama']",2h 18m,R,73,English,24000000,41895491,"['holy grail', 'loss of loved one', 'homeless person', 'sense of guilt', 'suppressed past', 'yuppie', 'cynic', 'self-discovery', 'housebreaking', 'forgiveness', 'gun rampage', 'talk show', 'legend', 'unsociability', 'mental illness', 'person running amok']","['Jeff Bridges', 'Robin Williams', 'Mercedes Ruehl', 'Amanda Plummer', 'Michael Jeter', 'Lara Harris', 'Kathy Najimy', 'Paul Lombardi']",['Terry Gilliam']
0,Suffragette,10/23/2015 ,"['Drama', 'History']",1h 46m,PG-13,73,English,14000000,16002420,"['london, england', 'biography', 'feminist', 'period drama', 'woman director', '1910s', 'suffragettes']","['Carey Mulligan', 'Helena Bonham Carter', 'Brendan Gleeson', 'Anne-Marie Duff', 'Meryl Streep', 'Ben Whishaw', 'Romola Garai', 'Samuel West']",['Sarah Gavron']
0,Star Wars: Episode III - Revenge of the Sith,05/19/2005 ,"['Science Fiction', 'Adventure', 'Action']",2h 20m,PG-13,73,English,113000000,850000000,"['showdown', 'death star', 'vision', 'cult figure', 'hatred', 'dream sequence', 'expectant mother', 'space opera', 'chancel', 'galactic war']","['Hayden Christensen', 'Ewan McGregor', 'Natalie Portman', 'Ian McDiarmid', 'Samuel L. Jackson', 'Jimmy Smits', 'Frank Oz', 'Anthony Daniels']",['George Lucas']
0,Martyrs,09/03/2008 ,"['Horror', 'Drama', 'Thriller']",1h 39m,NC-17,73,French,6500000,,"['child abuse', 'suffering', 'revenge', 'torture chamber', 'torture', 'cruelty', 'new french extremism']","['Mylène Jampanoï', 'Morjana Alaoui', 'Mike Chute', 'Catherine Bégin', 'Robert Toupin', 'Patricia Tulasne', 'Juliette Gosselin', 'Anie Pascale']",['Pascal Laugier']
0,"Don't Worry, I'm Fine",11/11/2006 ,['Drama'],1h 36m,,73,French,,,"['love triangle', 'france', 'sibling relationship', 'loss of loved one', 'parent child relationship', 'lie', ""leaving one's family"", 'normandy', 'postcard', 'anorexia', 'youth', 'twins', 'family']","['Mélanie Laurent', 'Kad Merad', 'Isabelle Renauld', 'Julien Boisselier', 'Thibault de Montalembert', 'Mickael Trodoux', 'Simon Buret', 'Aïssa Maïga']",['Philippe Lioret']
0,Run Lola Run,06/18/1999 ,"['Action', 'Drama', 'Thriller']",1h 21m,R,73,German,1530000,7267585,"['berlin, germany', 'casino', 'nun', 'red hair', 'running', 'homeless person', 'supermarket', 'ambulance', 'subway', 'daughter', 'money', 'fate']","['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri', 'Armin Rohde', 'Joachim Król', 'Ludger Pistor', 'Suzanne von Borsody']",['Tom Tykwer']
0,Standing Tall,05/13/2015 ,['Drama'],1h 59m,U,73,French,5000000,26144,"['social worker', 'juvenile delinquent', 'woman director']","['Rod Paradot', 'Catherine Deneuve', 'Sara Forestier', 'Benoît Magimel', 'Diane Rouxel', 'Elizabeth Mazev', 'Anne Suarez', 'Christophe Meynet']",['Emmanuelle Bercot']
0,The Basketball Diaries,04/21/1995 ,"['Drama', 'Crime']",1h 42m,R,73,English,,,"['new york city', 'heroin', 'sports', 'basketball', 'addiction', 'friends', 'based on memoir or autobiography', 'drugs', '1960s', 'school suspension']","['Leonardo DiCaprio', 'Lorraine Bracco', 'James Madio', 'Mark Wahlberg', 'Bruno Kirby', 'Patrick McGaw', 'Juliette Lewis', 'Michael Imperioli']",['Scott Kalvert']
0,Interview with the Vampire,11/11/1994 ,"['Horror', 'Drama', 'Fantasy']",2h 3m,R,73,English,60000000,223664608,"['paris, france', 'san francisco, california', 'based on novel or book', 'new orleans, usa', 'vampire', 'louisiana', 'plantation', 'pity', 'bite', 'gothic horror', '18th century', 'plague', '19th century']","['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst', 'Antonio Banderas', 'Christian Slater', 'Stephen Rea', 'Thandie Newton', 'Domiziana Giordano']",['Neil Jordan']
0,A Very Long Engagement,10/27/2004 ,"['Drama', 'Romance', 'War']",2h 13m,R,73,French,47000000,,"['paris, france', 'prostitute', 'loss of loved one', 'amnesia', 'bodily disabled person', 'world war i', 'wheelchair', 'lighthouse', 'verdun', 'lighthouse keeper   ', 'airship', 'teenage crush', 'disappearance', 'soldier', 'private detective', 'missing person', 'polio', 'trenches']","['Audrey Tautou', 'Gaspard Ulliel', 'Dominique Pinon', 'Chantal Neuwirth', 'André Dussollier', 'Ticky Holgado', 'Marion Cotillard', 'Dominique Bettenfeld']",['Jean-Pierre Jeunet']
0,The Salesman,08/31/2016 ,"['Drama', 'Thriller']",2h 5m,PG-13,73,Persian,,2216318,"['rape', 'trauma', 'theater play', 'teheran (tehran), iran', 'assault', 'attack', 'apartment', 'death of a salesman']","['Shahab Hosseini', 'Taraneh Alidoosti', 'Babak Karimi', 'Mina Sadati', 'Mehdi Kushki', 'Farid Sajjadi Hosseini', 'Maral Bani Adam', 'Mojtaba Pirzadeh']",['Asghar Farhadi']
0,Falling Down,02/26/1993 ,"['Crime', 'Drama', 'Thriller']",1h 53m,R,73,English,25000000,40903593,"['detective', 'homophobia', 'desperation', 'birthday', 'vandalism', 'rocket launcher', 'traffic jam', 'retirement', 'gang', 'briefcase', 'los angeles, california', 'violence', 'divorce', 'anger', 'pier', 'hispanic', 'inequality', 'road rage', 'urban decay', 'convenience store', 'laid off', 'price gouging']","['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin', 'Frederic Forrest', 'Tuesday Weld', 'Raymond J. Barry', 'John Diehl']",['Joel Schumacher']
0,The Texas Chain Saw Massacre,10/01/1974 ,['Horror'],1h 23m,R,73,English,85000,30859000,"['gas station', 'texas', 'van', 'midnight movie', 'leatherface', 'hitchhiker', 'slaughterhouse', 'chainsaw', 'family', 'polaroid', 'cult film']","['Marilyn Burns', 'Allen Danziger', 'Paul A. Partain', 'William Vail', 'Teri McMinn', 'Edwin Neal', 'Jim Siedow', 'Gunnar Hansen']",['Tobe Hooper']
0,Pitch Perfect,09/28/2012 ,"['Comedy', 'Music', 'Romance']",1h 52m,PG-13,73,English,17000000,115400000,"['competition', 'roommate', 'college', 'female friendship', 'music', 'misfit', 'hazing', 'university', 'audition', 'group of friends', 'dorm room', 'bickering', 'dj', 'singing competition', 'film score', 'female musician', 'young adult', 'acapella']","['Anna Kendrick', 'Skylar Astin', 'Brittany Snow', 'Anna Camp', 'Rebel Wilson', 'Ben Platt', 'Adam Devine', 'Alexis Knapp']",['Jason Moore']
0,What's in a Name,04/25/2012 ,"['Drama', 'Comedy']",1h 49m,U,73,French,,,[],"['Patrick Bruel', 'Valérie Benguigui', 'Charles Berling', 'Guillaume de Tonquédec', 'Judith El Zein', 'Françoise Fabian', 'Yaniss Lespert', 'Miren Pradier']","['Alexandre de La Patellière', 'Matthieu Delaporte']"
0,Manhattan Murder Mystery,08/18/1993 ,"['Comedy', 'Mystery']",1h 44m,PG,73,English,13500000,11285588,"['investigation', 'dark comedy', 'neighbor', 'manhattan, new york city']","['Woody Allen', 'Diane Keaton', 'Jerry Adler', 'Alan Alda', 'Anjelica Huston', 'Lynn Cohen', 'Melanie Norris', 'Zach Braff']",['Woody Allen']
0,Glory Road,01/13/2006 ,"['Drama', 'History']",1h 58m,PG,73,English,,42647449,"['basketball', 'racial segregation', 'teachers and students']","['Josh Lucas', 'Derek Luke', 'Jon Voight', 'Austin Nichols', 'Evan Jones', 'Mehcad Brooks', 'Damaine Radcliff', 'Alphonso McAuley']",['James Gartner']
0,Black Hawk Down,01/18/2002 ,"['Action', 'History', 'War']",2h 25m,R,73,English,92000000,172989651,"['prisoner of war', 'wound', 'somalia', 'warlord', 'famine', 'delta force', 'rescue operation']","['Josh Hartnett', 'Ewan McGregor', 'Jason Isaacs', 'Tom Sizemore', 'William Fichtner', 'Eric Bana', 'Ewen Bremner', 'Sam Shepard']",['Ridley Scott']
0,Marnie,07/22/1964 ,"['Mystery', 'Thriller']",2h 10m,PG,73,English,2135161,7000000,"['philadelphia', 'post traumatic stress  disorder', 'prostitute', 'rape', 'horse race', 'sexual abuse', 'in love with enemy', 'suicide attempt', 'clerk', 'blackmail', 'sexual frustration', 'lie', 'horseback riding', ""women's sexual identity"", 'new identity', 'kleptomania', 'baltimore', 'horse', 'frigidity', 'honeymoon', 'fetish', 'riding accident', 'cruise', 'psychology', 'self-defense', 'fetishism', 'chase', 'cowardliness']","['Tippi Hedren', 'Sean Connery', 'Diane Baker', 'Martin Gabel', 'Louise Latham', 'Alan Napier', 'Bob Sweeney', 'Milton Selzer']",['Alfred Hitchcock']
